FY_CODE,WPI_ORG_NAME,ORG_CODE,ORG_TYP_CODE,WPI_SPOP_FLNE_CNT,WPI_SPOP_FLNE_PCT,WPI_SPOP_LEP_CNT,WPI_SPOP_LEP_PCT,WPI_SPOP_SPED_CNT,WPI_SPOP_SPED_PCT,WPI_SPOP_FLUNCH_CNT,WPI_SPOP_FLUNCH_PCT,WPI_SPOP_FLUNCH_FR_CNT,WPI_SPOP_FLUNCH_FR_PCT,WPI_SPOP_FLUNCH_RP_CNT,WPI_SPOP_FLUNCH_RP_PCT,WPI_SPOP_HN_CNT,WPI_SPOP_HN_PCT
2009,Acushnet,30000,5,10,1%,1,0.10%,218,20.40%,172,16.70%,119,11.60%,53,5.20%,,
2010,Acushnet,30000,5,11,1.10%,1,0.10%,216,20.90%,190,19.10%,122,12.20%,68,6.80%,,
2011,Acushnet,30000,5,17,1.70%,2,0.20%,197,19.10%,224,22.20%,155,15.40%,69,6.90%,,
2012,Acushnet,30000,5,17,1.70%,2,0.20%,195,18.90%,255,25.40%,184,18.30%,71,7.10%,,
2013,Acushnet,30000,5,13,1.30%,2,0.20%,191,19%,250,25.60%,168,17.20%,82,8.40%,371,37%
2014,Acushnet,30000,5,15,1.50%,6,0.60%,183,18%,238,24%,172,17.30%,66,6.70%,365,36%
1995,ACUSHNET ELEMENTARY SCH,30025,6,0,0%,0,0%,0,0%,94,14%,,,,,,
1996,ACUSHNET ELEMENTARY SCH,30025,6,0,0%,0,0%,0,0%,102,14.80%,,,,,,
1997,ACUSHNET ELEMENTARY SCH,30025,6,0,0%,0,0%,0,0%,110,16.40%,,,,,,
1998,ACUSHNET ELEMENTARY SCH,30025,6,0,0%,0,0%,0,0%,98,14.30%,,,,,,
1999,Acushnet Elementary Sch,30025,6,,,,,,,110,15.80%,,,,,,
2000,ACUSHNET ELEMENTARY SCH,30025,6,18,2.60%,0,0%,0,0%,95,13.60%,,,,,,
2001,Acushnet Elementary Sch             ,30025,6,1,0.10%,0,0%,0,0%,88,12.80%,,,,,,
2002,Acushnet Elementary Sch,30025,6,4,0.60%,0,0%,0,0%,84,12.20%,,,,,,
2003,Acushnet Elementary Sch,30025,6,5,0.90%,0,0%,0,0%,85,15.70%,,,,,,
2004,Acushnet Elementary Sch,30025,6,0,0%,0,0%,54,9.70%,77,13.80%,,,,,,
2005,Acushnet Elementary Sch,30025,6,2,0.40%,0,0%,61,10.70%,89,15.60%,,,,,,
2006,Acushnet Elementary Sch,30025,6,2,0.30%,0,0%,110,19.10%,64,11.10%,,,,,,
2007,Acushnet Elementary Sch,30025,6,1,0.20%,0,0%,108,18.20%,84,14.20%,55,9.30%,29,4.90%,,
2008,Acushnet Elementary Sch,30025,6,6,1%,0,0%,129,22%,96,16.40%,71,12.10%,25,4.30%,,
2009,Acushnet Elementary Sch,30025,6,6,1.10%,1,0.20%,106,19.60%,97,18%,67,12.40%,30,5.60%,,
2010,Acushnet Elementary Sch,30025,6,4,0.80%,1,0.20%,112,21.80%,107,20.80%,68,13.20%,39,7.60%,,
2011,Acushnet Elementary Sch,30025,6,11,2.10%,2,0.40%,102,19.50%,115,21.90%,82,15.60%,33,6.30%,,
2012,Acushnet Elementary School,30025,6,7,1.30%,0,0%,93,17.90%,130,25%,99,19%,31,6%,,
2013,Acushnet Elementary School,30025,6,5,1%,0,0%,84,16.30%,117,22.70%,74,14.40%,43,8.30%,168,32.60%
2014,Acushnet Elementary School,30025,6,6,1.10%,3,0.60%,91,17%,133,24.80%,99,18.50%,34,6.30%,196,36.60%
1995,ALBERT F FORD MIDDLE SCH,30305,6,14,3.90%,0,0%,0,0%,50,13.80%,,,,,,
1996,ALBERT F FORD MIDDLE SCH,30305,6,18,4.90%,0,0%,0,0%,61,16.80%,,,,,,
1997,ALBERT F FORD MIDDLE SCH,30305,6,17,4.70%,0,0%,0,0%,57,15.80%,,,,,,
1998,ALBERT F FORD MIDDLE SCH,30305,6,12,3.10%,0,0%,0,0%,53,13.80%,,,,,,
1999,Albert F Ford Middle Sch,30305,6,24,6%,,,,,65,16.20%,,,,,,
2000,ALBERT F FORD MIDDLE SCH,30305,6,2,0.50%,0,0%,0,0%,53,12.90%,,,,,,
2001,Albert F Ford Middle Sch            ,30305,6,0,0%,0,0%,0,0%,45,11%,,,,,,
2002,Albert F Ford Middle Sch,30305,6,0,0%,0,0%,0,0%,53,12.70%,,,,,,
2003,Albert F Ford Middle Sch,30305,6,2,0.40%,0,0%,0,0%,71,13.10%,,,,,,
2004,Albert F Ford Middle Sch,30305,6,0,0%,0,0%,60,10.90%,76,13.80%,,,,,,
2005,Albert F Ford Middle Sch,30305,6,0,0%,0,0%,50,9.10%,76,13.90%,,,,,,
2006,Albert F Ford Middle Sch,30305,6,0,0%,0,0%,56,11%,60,11.70%,,,,,,
2007,Albert F Ford Middle Sch,30305,6,1,0.20%,0,0%,62,12.60%,48,9.70%,23,4.70%,25,5.10%,,
2008,Albert F Ford Middle Sch,30305,6,1,0.20%,0,0%,81,16.70%,79,16.30%,59,12.10%,20,4.10%,,
2009,Albert F Ford Middle Sch,30305,6,4,0.80%,0,0%,74,15.10%,75,15.30%,52,10.60%,23,4.70%,,
2010,Albert F Ford Middle Sch,30305,6,7,1.50%,0,0%,67,13.90%,83,17.20%,54,11.20%,29,6%,,
2011,Albert F Ford Middle Sch,30305,6,6,1.20%,0,0%,70,14.50%,109,22.60%,73,15.10%,36,7.50%,,
2012,Albert F Ford Middle School,30305,6,10,2.10%,2,0.40%,73,15.10%,125,25.80%,85,17.50%,40,8.20%,,
2013,Albert F Ford Middle School,30305,6,8,1.70%,2,0.40%,79,17.10%,133,28.90%,94,20.40%,39,8.50%,175,38%
2014,Albert F Ford Middle School,30305,6,9,2%,3,0.70%,69,15.10%,105,23%,73,16%,32,7%,146,32%
1995,AGAWAM,50000,5,108,2.60%,27,0.60%,865,20.70%,485,11.60%,,,,,,
1996,AGAWAM,50000,5,91,2.10%,35,0.80%,888,20.90%,507,11.90%,,,,,,
1997,AGAWAM,50000,5,107,2.50%,37,0.90%,881,20.50%,528,12.30%,,,,,,
1998,AGAWAM,50000,5,118,2.70%,52,1.20%,923,21.30%,528,12.20%,,,,,,
1999,Agawam,50000,5,113,2.60%,27,0.60%,913,21.40%,510,12%,,,,,,
2000,AGAWAM,50000,5,117,2.80%,36,0.90%,959,22.70%,495,11.70%,,,,,,
2001,AGAWAM                        ,50000,5,169,3.90%,71,1.60%,826,18.90%,492,11.30%,,,,,,
2002,Agawam,50000,5,166,3.80%,77,1.80%,769,17.80%,538,12.50%,,,,,,
2003,Agawam,50000,5,171,3.90%,70,1.60%,780,17.80%,551,12.60%,,,,,,
2004,Agawam,50000,5,148,3.40%,64,1.50%,621,14.30%,581,13.40%,,,,,,
2005,Agawam,50000,5,143,3.30%,81,1.90%,703,15.80%,717,16.50%,,,,,,
2006,Agawam,50000,5,113,2.60%,60,1.40%,683,15.30%,834,19.10%,,,,,,
2007,Agawam,50000,5,118,2.70%,78,1.80%,627,14.10%,711,16.30%,494,11.30%,217,5%,,
2008,Agawam,50000,5,137,3.10%,101,2.30%,620,14%,848,19.50%,624,14.30%,224,5.10%,,
2009,Agawam,50000,5,149,3.40%,127,2.90%,668,15.10%,840,19.30%,621,14.30%,219,5%,,
2010,Agawam,50000,5,102,2.40%,97,2.30%,687,15.70%,942,22%,747,17.50%,195,4.60%,,
2011,Agawam,50000,5,138,3.30%,125,3%,669,15.50%,1074,25.40%,872,20.60%,202,4.80%,,
2012,Agawam,50000,5,167,4%,136,3.20%,623,14.60%,1136,27%,970,23.10%,166,3.90%,,
2013,Agawam,50000,5,182,4.40%,116,2.80%,633,15.20%,1149,27.90%,932,22.70%,217,5.30%,1647,39.50%
2014,Agawam,50000,5,230,5.60%,128,3.10%,670,16.10%,1357,33%,1156,28.10%,201,4.90%,1801,43.20%
2001,Agawam ECC                          ,50003,6,0,0%,0,0%,0,0%,0,0%,,,,,,
2002,Agawam ECC,50003,6,1,0.70%,0,0%,0,0%,8,5.80%,,,,,,
2003,Agawam ECC,50003,6,1,0.70%,0,0%,0,0%,0,0%,,,,,,
2004,Agawam ECC,50003,6,0,0%,0,0%,32,25.80%,0,0%,,,,,,
2005,Agawam ECC,50003,6,0,0%,0,0%,28,26.90%,2,1.90%,,,,,,
2006,Agawam ECC,50003,6,0,0%,0,0%,45,38.80%,9,7.80%,,,,,,
2007,Agawam ECC,50003,6,0,0%,0,0%,45,37.80%,,,,,,,,
2008,Agawam ECC,50003,6,0,0%,0,0%,52,40.90%,0,0%,,,,,,
2009,Agawam ECC,50003,6,0,0%,0,0%,44,37.60%,0,0%,0,0%,0,0%,,
2010,Agawam ECC,50003,6,0,0%,0,0%,51,39.80%,0,0%,0,0%,0,0%,,
2011,Agawam ECC,50003,6,9,7.30%,0,0%,52,41.90%,21,16.90%,16,12.90%,5,4%,,
2012,Agawam Early Childhood Center,50003,6,8,6.80%,0,0%,50,42.40%,23,19.50%,21,17.80%,2,1.70%,,
2013,Agawam Early Childhood Center,50003,6,6,4.40%,0,0%,56,41.50%,10,7.40%,5,3.70%,5,3.70%,64,47.40%
2014,Agawam Early Childhood Center,50003,6,2,1.40%,0,0%,72,50%,49,34%,48,33.30%,1,0.70%,95,66%
1995,CLIFFORD M GRANGER,50010,6,25,5.20%,1,0.20%,0,0%,68,14.10%,,,,,,
1996,CLIFFORD M GRANGER,50010,6,20,4.40%,0,0%,0,0%,62,13.60%,,,,,,
1997,CLIFFORD M GRANGER,50010,6,16,3.40%,0,0%,0,0%,70,14.80%,,,,,,
1998,CLIFFORD M GRANGER,50010,6,13,2.70%,0,0%,0,0%,74,15.50%,,,,,,
1999,Clifford M Granger,50010,6,16,3.40%,,,,,75,15.80%,,,,,,
2000,CLIFFORD M GRANGER,50010,6,10,2.20%,2,0.40%,0,0%,81,18%,,,,,,
2001,Clifford M Granger                  ,50010,6,11,2.50%,11,2.50%,0,0%,63,14.10%,,,,,,
2002,Clifford M Granger,50010,6,11,2.40%,10,2.20%,0,0%,74,16.20%,,,,,,
2003,Clifford M Granger,50010,6,10,2.40%,7,1.70%,0,0%,79,19.10%,,,,,,
2004,Clifford M Granger,50010,6,8,1.90%,6,1.50%,45,10.90%,65,15.80%,,,,,,
2005,Clifford M Granger,50010,6,14,3.40%,13,3.10%,57,13.70%,91,21.90%,,,,,,
2006,Clifford M Granger,50010,6,12,3.10%,10,2.60%,42,10.90%,101,26.20%,,,,,,
2007,Clifford M Granger,50010,6,11,3%,11,3%,42,11.40%,94,25.40%,75,20.30%,19,5.10%,,
2008,Clifford M Granger,50010,6,11,3.20%,11,3.20%,35,10.30%,93,27.40%,77,22.70%,16,4.70%,,
2009,Clifford M Granger,50010,6,8,2.40%,8,2.40%,49,14.80%,91,27.50%,70,21.10%,21,6.30%,,
2010,Clifford M Granger,50010,6,8,2.60%,8,2.60%,51,16.70%,83,27.10%,69,22.50%,14,4.60%,,
2011,Clifford M Granger,50010,6,9,2.90%,9,2.90%,49,16%,87,28.30%,69,22.50%,18,5.90%,,
2012,Clifford M Granger,50010,6,5,1.60%,5,1.60%,45,14.60%,88,28.50%,77,24.90%,11,3.60%,,
2013,Clifford M Granger,50010,6,7,2.30%,6,1.90%,45,14.60%,105,34%,90,29.10%,15,4.90%,135,43.70%
2014,Clifford M Granger,50010,6,8,2.70%,6,2%,38,12.80%,119,40.10%,107,36%,12,4%,141,47.50%
1995,BENJAMIN J PHELPS,50020,6,7,1.70%,2,0.50%,0,0%,68,16.50%,,,,,,
1996,BENJAMIN J PHELPS,50020,6,10,2.50%,0,0%,0,0%,45,11.20%,,,,,,
1997,BENJAMIN J PHELPS,50020,6,14,3.40%,1,0.20%,0,0%,47,11.50%,,,,,,
1998,BENJAMIN J PHELPS,50020,6,10,2.40%,0,0%,0,0%,40,9.70%,,,,,,
1999,Benjamin J Phelps,50020,6,14,3.30%,,,,,49,11.40%,,,,,,
2000,BENJAMIN J PHELPS,50020,6,13,3%,0,0%,0,0%,43,9.80%,,,,,,
2001,Benjamin J Phelps                   ,50020,6,7,1.60%,3,0.70%,0,0%,41,9.60%,,,,,,
2002,Benjamin J Phelps,50020,6,2,0.50%,2,0.50%,0,0%,44,10.80%,,,,,,
2003,Benjamin J Phelps,50020,6,6,1.40%,6,1.40%,0,0%,52,12.40%,,,,,,
2004,Benjamin J Phelps,50020,6,6,1.40%,6,1.40%,51,12.30%,61,14.70%,,,,,,
2005,Benjamin J Phelps,50020,6,3,0.70%,3,0.70%,36,8.90%,63,15.50%,,,,,,
2006,Benjamin J Phelps,50020,6,4,1%,4,1%,42,10.70%,63,16.10%,,,,,,
2007,Benjamin J Phelps,50020,6,9,2.30%,9,2.30%,37,9.50%,60,15.40%,39,10%,21,5.40%,,
2008,Benjamin J Phelps,50020,6,13,3.50%,13,3.50%,28,7.40%,66,17.60%,49,13%,17,4.50%,,
2009,Benjamin J Phelps,50020,6,18,4.80%,17,4.60%,37,9.90%,73,19.60%,54,14.50%,19,5.10%,,
2010,Benjamin J Phelps,50020,6,14,3.70%,14,3.70%,35,9.40%,83,22.20%,61,16.30%,22,5.90%,,
2011,Benjamin J Phelps,50020,6,21,5.70%,20,5.50%,33,9%,84,23%,69,18.90%,15,4.10%,,
2012,Benjamin J Phelps,50020,6,34,9.30%,30,8.20%,27,7.40%,81,22.30%,68,18.70%,13,3.60%,,
2013,Benjamin J Phelps,50020,6,25,7%,19,5.30%,25,7%,92,25.60%,71,19.80%,21,5.80%,120,33.40%
2014,Benjamin J Phelps,50020,6,28,7.30%,15,3.90%,37,9.60%,115,29.90%,101,26.20%,14,3.60%,141,36.60%
1995,ROBINSON PARK,50025,6,12,2.80%,6,1.40%,0,0%,76,18%,,,,,,
1996,ROBINSON PARK,50025,6,21,4.80%,10,2.30%,0,0%,87,20%,,,,,,
1997,ROBINSON PARK,50025,6,20,4.60%,14,3.20%,0,0%,88,20.40%,,,,,,
1998,ROBINSON PARK,50025,6,29,7%,29,7%,0,0%,87,21.10%,,,,,,
1999,Robinson Park,50025,6,22,5.60%,4,1%,,,91,23.20%,,,,,,
2000,ROBINSON PARK,50025,6,31,8.60%,22,6.10%,0,0%,63,17.50%,,,,,,
2001,Robinson Park                       ,50025,6,38,10.80%,32,9.10%,0,0%,64,18.10%,,,,,,
2002,Robinson Park,50025,6,37,10.70%,25,7.20%,0,0%,69,19.90%,,,,,,
2003,Robinson Park,50025,6,28,7%,23,5.80%,0,0%,73,18.30%,,,,,,
2004,Robinson Park,50025,6,27,6.70%,16,4%,55,13.70%,88,21.90%,,,,,,
2005,Robinson Park,50025,6,28,6.70%,22,5.30%,49,11.80%,91,21.90%,,,,,,
1999,R L Wood,1280095,6,,,,,,,,,,,,,,
2006,Robinson Park,50025,6,20,4.80%,20,4.80%,42,10%,109,26%,,,,,,
2007,Robinson Park,50025,6,16,3.90%,16,3.90%,37,9%,100,24.40%,77,18.80%,23,5.60%,,
2008,Robinson Park,50025,6,13,3.20%,13,3.20%,40,10%,96,23.90%,71,17.70%,25,6.20%,,
2009,Robinson Park,50025,6,26,6.60%,26,6.60%,40,10.20%,108,27.60%,74,18.90%,34,8.70%,,
2010,Robinson Park,50025,6,18,4.90%,18,4.90%,47,12.70%,101,27.40%,82,22.20%,19,5.10%,,
2011,Robinson Park,50025,6,31,8.20%,31,8.20%,56,14.80%,123,32.50%,105,27.70%,18,4.70%,,
2012,Robinson Park,50025,6,39,10.40%,39,10.40%,56,15%,125,33.40%,113,30.20%,12,3.20%,,
2013,Robinson Park,50025,6,49,12.80%,35,9.10%,51,13.30%,137,35.80%,112,29.20%,25,6.50%,182,47.50%
2014,Robinson Park,50025,6,64,16%,51,12.80%,52,13%,154,38.50%,134,33.50%,20,5%,197,49.20%
1995,JAMES CLARK SCHOOL,50030,6,0,0%,0,0%,0,0%,44,13.60%,,,,,,
1996,JAMES CLARK SCHOOL,50030,6,6,1.70%,0,0%,0,0%,52,14.50%,,,,,,
1997,JAMES CLARK SCHOOL,50030,6,3,0.80%,0,0%,0,0%,48,13.60%,,,,,,
1998,JAMES CLARK SCHOOL,50030,6,5,1.40%,5,1.40%,0,0%,50,13.60%,,,,,,
1999,James Clark School,50030,6,1,0.30%,,,,,48,12.50%,,,,,,
2000,JAMES CLARK SCHOOL,50030,6,7,1.80%,2,0.50%,0,0%,49,12.80%,,,,,,
2001,James Clark School                  ,50030,6,5,1.30%,0,0%,0,0%,58,14.80%,,,,,,
2002,James Clark School,50030,6,8,2%,8,2%,0,0%,67,16.70%,,,,,,
2003,James Clark School,50030,6,7,1.70%,5,1.20%,0,0%,63,15.60%,,,,,,
2004,James Clark School,50030,6,8,2.10%,6,1.60%,66,17.30%,70,18.30%,,,,,,
2005,James Clark School,50030,6,9,2.30%,8,2.10%,59,15.40%,78,20.30%,,,,,,
2006,James Clark School,50030,6,10,2.60%,9,2.30%,50,12.80%,87,22.30%,,,,,,
2007,James Clark School,50030,6,16,4.30%,15,4%,51,13.60%,65,17.30%,41,10.90%,24,6.40%,,
2008,James Clark School,50030,6,19,5%,19,5%,57,14.90%,97,25.40%,68,17.80%,29,7.60%,,
2009,James Clark School,50030,6,30,7.90%,30,7.90%,58,15.20%,109,28.50%,84,22%,25,6.50%,,
2010,James Clark School,50030,6,30,8.20%,28,7.70%,59,16.20%,106,29.10%,89,24.50%,17,4.70%,,
2011,James Clark School,50030,6,30,8%,28,7.50%,65,17.40%,102,27.30%,87,23.30%,15,4%,,
2012,James Clark School,50030,6,26,7.30%,24,6.80%,50,14.10%,108,30.40%,88,24.80%,20,5.60%,,
2013,James Clark School,50030,6,34,9.60%,31,8.80%,55,15.50%,111,31.40%,96,27.10%,15,4.20%,162,45.80%
2014,James Clark School,50030,6,33,9.30%,27,7.60%,53,15%,124,35.10%,107,30.30%,17,4.80%,164,46.50%
1995,AGAWAM MIDDLE SCHOOL,50303,6,4,0.60%,4,0.60%,0,0%,87,12.90%,,,,,,
1996,AGAWAM MIDDLE SCHOOL,50303,6,6,0.90%,5,0.80%,0,0%,102,15.40%,,,,,,
1997,AGAWAM MIDDLE SCHOOL,50303,6,0,0%,0,0%,0,0%,102,15.80%,,,,,,
1998,AGAWAM MIDDLE SCHOOL,50303,6,8,1.20%,1,0.10%,0,0%,106,15.30%,,,,,,
1999,Agawam Middle School,50303,6,7,1.10%,7,1.10%,,,104,15.90%,,,,,,
2000,AGAWAM MIDDLE SCHOOL,50303,6,10,1.50%,2,0.30%,0,0%,92,14.20%,,,,,,
2001,Agawam Middle School                ,50303,6,27,4%,12,1.80%,0,0%,96,14.10%,,,,,,
2002,Agawam Middle School,50303,6,31,4.40%,14,2%,0,0%,119,17%,,,,,,
2003,Agawam Middle School,50303,6,24,3.50%,5,0.70%,0,0%,113,16.30%,,,,,,
2004,Agawam Middle School,50303,6,18,2.60%,1,0.10%,126,18.20%,108,15.60%,,,,,,
2005,Agawam Middle School,50303,6,26,3.80%,12,1.80%,115,16.90%,141,20.70%,,,,,,
2006,Agawam Middle School,50303,6,19,2.70%,13,1.90%,112,16.20%,154,22.30%,,,,,,
2007,Agawam Middle School,50303,6,24,3.40%,20,2.80%,108,15.20%,128,18%,83,11.70%,45,6.30%,,
2008,Agawam Middle School,50303,6,24,3.40%,22,3.10%,89,12.70%,155,22%,118,16.80%,37,5.30%,,
2009,Agawam Middle School,50303,6,28,4.10%,24,3.50%,108,15.80%,111,16.30%,80,11.70%,31,4.50%,,
2010,Agawam Middle School,50303,6,18,2.60%,16,2.30%,115,16.50%,180,25.90%,148,21.30%,32,4.60%,,
2011,Roberta G. Doering School,50303,6,19,2.90%,19,2.90%,100,15.40%,185,28.50%,155,23.90%,30,4.60%,,
2012,Roberta G. Doering School,50303,6,17,2.70%,15,2.40%,101,15.90%,206,32.40%,186,29.20%,20,3.10%,,
2013,Roberta G. Doering School,50303,6,19,3.20%,10,1.70%,104,17.30%,184,30.60%,151,25.10%,33,5.50%,261,43.40%
2014,Roberta G. Doering School,50303,6,34,5.60%,14,2.30%,110,18.10%,201,33%,165,27.10%,36,5.90%,278,45.60%
1995,AGAWAM JUNIOR HIGH,50405,6,4,0.60%,4,0.60%,0,0%,83,12.10%,,,,,,
1996,AGAWAM JUNIOR HIGH,50405,6,2,0.30%,2,0.30%,0,0%,96,13.60%,,,,,,
1997,AGAWAM JUNIOR HIGH,50405,6,6,0.80%,6,0.80%,0,0%,85,11.90%,,,,,,
1998,AGAWAM JUNIOR HIGH,50405,6,7,1%,7,1%,0,0%,94,14%,,,,,,
1999,Agawam Junior High,50405,6,4,0.60%,4,0.60%,,,74,11.70%,,,,,,
2000,AGAWAM JUNIOR HIGH,50405,6,8,1.20%,8,1.20%,0,0%,93,13.60%,,,,,,
2001,Agawam Junior High                  ,50405,6,5,0.80%,5,0.80%,0,0%,92,13.90%,,,,,,
2002,Agawam Junior High,50405,6,15,2.20%,5,0.70%,0,0%,86,12.70%,,,,,,
2003,Agawam Junior High,50405,6,33,4.60%,6,0.80%,0,0%,94,13.10%,,,,,,
2004,Agawam Junior High,50405,6,29,3.90%,4,0.50%,97,13.20%,119,16.20%,,,,,,
2005,Agawam Junior High,50405,6,22,3.10%,5,0.70%,100,14%,133,18.70%,,,,,,
2006,Agawam Junior High,50405,6,14,2%,1,0.10%,103,14.80%,130,18.60%,,,,,,
2007,Agawam Junior High,50405,6,11,1.60%,3,0.40%,114,16.40%,132,18.90%,92,13.20%,40,5.70%,,
2008,Agawam Junior High,50405,6,18,2.50%,13,1.80%,107,14.90%,159,22.20%,118,16.50%,41,5.70%,,
2009,Agawam Junior High,50405,6,14,1.90%,14,1.90%,94,12.80%,163,22.30%,125,17.10%,38,5.20%,,
2010,Agawam Junior High,50405,6,4,0.60%,4,0.60%,100,13.80%,170,23.50%,134,18.50%,36,5%,,
2011,Agawam Junior High,50405,6,4,0.60%,4,0.60%,92,13.20%,195,28.10%,150,21.60%,45,6.50%,,
2012,Agawam Junior High,50405,6,14,2%,5,0.70%,94,13.50%,198,28.40%,165,23.70%,33,4.70%,,
2013,Agawam Junior High,50405,6,22,3.40%,5,0.80%,84,13%,189,29.30%,151,23.40%,38,5.90%,245,38%
2014,Agawam Junior High,50405,6,23,3.70%,8,1.30%,86,13.70%,229,36.40%,201,32%,28,4.50%,270,42.90%
1995,AGAWAM HIGH,50505,6,56,4.80%,10,0.80%,0,0%,59,5%,,,,,,
1996,AGAWAM HIGH,50505,6,26,2.10%,18,1.50%,0,0%,63,5.10%,,,,,,
1997,AGAWAM HIGH,50505,6,48,3.80%,16,1.30%,0,0%,88,6.90%,,,,,,
1998,AGAWAM HIGH,50505,6,46,3.50%,10,0.80%,0,0%,77,5.90%,,,,,,
1999,Agawam High,50505,6,49,3.80%,12,0.90%,,,69,5.30%,,,,,,
2000,AGAWAM HIGH,50505,6,38,3%,0,0%,0,0%,74,5.80%,,,,,,
2001,Agawam High                         ,50505,6,76,6.10%,8,0.60%,0,0%,78,6.20%,,,,,,
2002,Agawam High,50505,6,61,5.10%,13,1.10%,0,0%,71,6%,,,,,,
2003,Agawam High,50505,6,62,5.20%,18,1.50%,0,0%,77,6.50%,,,,,,
2004,Agawam High,50505,6,52,4.40%,25,2.10%,149,12.70%,70,6%,,,,,,
2005,Agawam High,50505,6,41,3.40%,18,1.50%,168,13.80%,118,9.70%,,,,,,
2006,Agawam High,50505,6,34,2.70%,3,0.20%,160,12.60%,181,14.20%,,,,,,
2007,Agawam High,50505,6,31,2.40%,4,0.30%,127,9.70%,132,10.10%,87,6.70%,45,3.50%,,
2008,Agawam High,50505,6,39,3%,10,0.80%,128,9.80%,182,13.90%,123,9.40%,59,4.50%,,
2009,Agawam High,50505,6,25,1.90%,8,0.60%,166,12.40%,185,13.80%,134,10%,51,3.80%,,
2010,Agawam High,50505,6,10,0.80%,9,0.70%,147,11.20%,219,16.70%,164,12.50%,55,4.20%,,
2011,Agawam High,50505,6,15,1.10%,14,1%,146,10.90%,277,20.70%,221,16.50%,56,4.20%,,
2012,Agawam High,50505,6,24,1.80%,18,1.30%,138,10.20%,307,22.70%,252,18.70%,55,4.10%,,
2013,Agawam High,50505,6,20,1.50%,10,0.80%,156,11.80%,321,24.20%,256,19.30%,65,4.90%,421,31.70%
2014,Agawam High,50505,6,38,2.90%,7,0.50%,168,13%,366,28.40%,293,22.70%,73,5.70%,461,35.70%
1995,AMESBURY,70000,5,14,0.50%,9,0.30%,430,15.90%,465,17.20%,,,,,,
1996,AMESBURY,70000,5,36,1.30%,2,0.10%,467,16.80%,498,17.90%,,,,,,
1997,AMESBURY,70000,5,12,0.40%,1,0%,458,16.40%,506,18.10%,,,,,,
1998,AMESBURY,70000,5,8,0.30%,2,0.10%,475,17%,448,16%,,,,,,
1999,Amesbury,70000,5,14,0.50%,3,0.10%,457,15.90%,489,17.10%,,,,,,
2000,AMESBURY,70000,5,20,0.70%,6,0.20%,393,13.90%,449,15.90%,,,,,,
2001,AMESBURY                      ,70000,5,15,0.50%,1,0%,432,15.50%,388,13.90%,,,,,,
2002,Amesbury,70000,5,28,1%,6,0.20%,446,15.80%,384,13.60%,,,,,,
2003,Amesbury,70000,5,32,1.20%,12,0.40%,427,15.40%,366,13.20%,,,,,,
2004,Amesbury,70000,5,39,1.40%,10,0.40%,456,16.70%,373,13.70%,,,,,,
2005,Amesbury,70000,5,37,1.40%,14,0.50%,424,16.10%,351,13.40%,,,,,,
2006,Amesbury,70000,5,30,1.20%,5,0.20%,430,17%,357,14.30%,,,,,,
2007,Amesbury,70000,5,36,1.50%,3,0.10%,423,17.20%,374,15.40%,262,10.80%,112,4.60%,,
2008,Amesbury,70000,5,42,1.70%,19,0.80%,431,17.50%,361,14.90%,266,11%,95,3.90%,,
2009,Amesbury,70000,5,45,1.90%,29,1.20%,421,17.20%,421,17.50%,315,13.10%,106,4.40%,,
2010,Amesbury,70000,5,49,2%,21,0.90%,389,15.80%,514,21.20%,393,16.20%,121,5%,,
2011,Amesbury,70000,5,44,1.80%,9,0.40%,423,17.50%,546,22.90%,401,16.80%,145,6.10%,,
2012,Amesbury,70000,5,39,1.70%,13,0.60%,457,19.50%,556,24%,426,18.40%,130,5.60%,,
2013,Amesbury,70000,5,48,2.10%,15,0.60%,450,19%,552,23.60%,429,18.40%,123,5.30%,845,35.60%
2014,Amesbury,70000,5,54,2.30%,22,0.90%,459,19.30%,623,26.50%,470,20%,153,6.50%,911,38.20%
1995,HORACE MANN,70003,6,0,0%,0,0%,0,0%,15,5.70%,,,,,,
1996,HORACE MANN,70003,6,0,0%,0,0%,0,0%,18,7.90%,,,,,,
1997,HORACE MANN,70003,6,0,0%,0,0%,0,0%,31,14.20%,,,,,,
1998,HORACE MANN,70003,6,4,2%,0,0%,0,0%,24,11.70%,,,,,,
1999,Horace Mann,70003,6,,,,,,,,,,,,,,
2000,HORACE MANN,70003,6,1,0.90%,0,0%,0,0%,14,12.10%,,,,,,
2001,Horace Mann                         ,70003,6,1,0.80%,0,0%,0,0%,16,13%,,,,,,
1995,AMESBURY ELEMENTARY,70005,6,3,0.50%,3,0.50%,0,0%,134,24.40%,,,,,,
1996,AMESBURY ELEMENTARY,70005,6,16,2.50%,0,0%,0,0%,149,23.30%,,,,,,
1997,AMESBURY ELEMENTARY,70005,6,3,0.50%,0,0%,0,0%,148,23.10%,,,,,,
1998,AMESBURY ELEMENTARY,70005,6,1,0.20%,0,0%,0,0%,117,19.10%,,,,,,
1999,Amesbury Elementary,70005,6,5,0.90%,,,,,142,26.30%,,,,,,
2000,AMESBURY ELEMENTARY,70005,6,5,0.90%,0,0%,0,0%,118,21.90%,,,,,,
2001,Amesbury Elementary                 ,70005,6,2,0.40%,0,0%,0,0%,82,15.70%,,,,,,
